date,spy_close,spy_200d_ma,spy_pct_from_252d_high,vix,synth_3x_qqq_nav_proxy,trend_only_position,trend_plus_vix_gate_position,trend_plus_trailing_stop_position
2022-09-29,346.2,398.4,-23.18,31.84,79392.33,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-09-30,340.84,397.92,-24.37,31.62,75350.72,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-10-03,349.84,397.46,-22.37,30.1,80651.08,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-10-04,360.68,397.07,-19.96,29.07,88255.24,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-10-05,359.84,396.7,-20.15,28.55,88111.13,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-10-06,356.13,396.34,-20.97,30.52,86026.77,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-10-07,346.2,395.88,-23.18,31.36,76189.61,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-10-10,343.55,395.4,-23.76,32.45,73901.85,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-10-11,341.38,394.88,-24.25,33.63,70853.24,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-10-12,340.25,394.33,-24.5,33.57,70777.79,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-10-13,349.23,393.83,-22.5,31.94,75754.84,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-10-14,341.27,393.28,-24.27,32.02,68920.99,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-10-17,350.04,392.79,-22.32,31.37,75746.02,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-10-18,354.16,392.32,-21.41,30.5,77540.21,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-10-19,351.65,391.82,-21.97,30.76,76688.96,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-10-20,348.7,391.31,-22.62,29.98,75512.25,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-10-21,357.17,390.89,-20.74,29.69,80821.21,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-10-24,361.54,390.49,-19.77,29.85,83485.6,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-10-25,367.32,390.13,-18.49,28.46,88663.35,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-10-26,364.55,389.76,-19.11,27.28,82782.56,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-10-27,362.6,389.35,-19.54,27.39,78258.05,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-10-28,371.23,388.99,-17.62,25.75,85439.3,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-10-31,368.55,388.64,-18.22,25.88,82455.67,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-11-01,366.93,388.28,-18.58,25.81,79925.01,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
